locus_tag	GRYC_note
CAGL0F06633g	similar to uniprot|P54730 Saccharomyces cerevisiae YMR067c
CAGL0F06655g	similar to uniprot|Q04749 Saccharomyces cerevisiae YMR068w
CAGL0F06677g	highly similar to uniprot|P08539 Saccharomyces cerevisiae YHR005c GPA1
CAGL0F06693g	highly similar to uniprot|P87108 Saccharomyces cerevisiae YHR005ca MRS11
CAGL0F06699g	no similarity
CAGL0F06721g	highly similar to uniprot|P15367 Saccharomyces cerevisiae YIR022w SEC11
CAGL0F06743g	similar to uniprot|P21657 Saccharomyces cerevisiae YIR023w DAL81 transcriptional activator for allantoin and GABA catabolic genes
CAGL0F06765g	similar to uniprot|P40576 Saccharomyces cerevisiae YIR024c GIF1 G1 Factor needed for normal G1 phase
CAGL0F06787g	weakly similar to uniprot|P40577 Saccharomyces cerevisiae YIR025w
CAGL0F06809g	highly similar to uniprot|Q02256 Saccharomyces cerevisiae YIR026c YVH1 protein tyrosine phosphatase
CAGL0F06831g	similar to uniprot|P40578 Saccharomyces cerevisiae YIR033w MGA2 or uniprot|P35210 Saccharomyces cerevisiae YKL020c SPT23
CAGL0F06853g	highly similar to uniprot|P20484 Saccharomyces cerevisiae YKL021c MAK11 involved in cell growth and replication of M1 dsRNA virus
CAGL0F06875g	highly similar to uniprot|P38998 Saccharomyces cerevisiae YIR034c LYS1 saccharopine dehydrogenase
CAGL0F06897g	highly similar to uniprot|P40579 Saccharomyces cerevisiae YIR035c
CAGL0F06919g	similar to uniprot|P40579 Saccharomyces cerevisiae YIR035c or uniprot|P40580 Saccharomyces cerevisiae YIR036c
CAGL0F06941g	highly similar to uniprot|P11154 Saccharomyces cerevisiae YGL062w PYC1 pyruvate carboxylase or uniprot|P32327 Saccharomyces cerevisiae YBR218c PYC2
CAGL0F06963g	similar to uniprot|P53168 Saccharomyces cerevisiae YGL061c DUO1 essential mitotic spindle protein
CAGL0F06985g	similar to uniprot|P53169 Saccharomyces cerevisiae YGL060w
CAGL0F07007g	highly similar to uniprot|P53170 Saccharomyces cerevisiae YGL059w
CAGL0F07029g	highly similar to uniprot|P53128 Saccharomyces cerevisiae YGL125w MET13
CAGL0F07051g	similar to uniprot|P53129 Saccharomyces cerevisiae YGL124c MON1
CAGL0F07073g	highly similar to uniprot|P25443 Saccharomyces cerevisiae YGL123w SUP44
CAGL0F07095g	similar to uniprot|P32505 Saccharomyces cerevisiae YGL122c NAB2 nuclear poly(A)-binding protein
CAGL0F07117g	similar to uniprot|P53130 Saccharomyces cerevisiae YGL121c
CAGL0F07139g	highly similar to uniprot|P53131 Saccharomyces cerevisiae YGL120c PRP43
CAGL0F07161g	no similarity
CAGL0F07183g	highly similar to uniprot|P27697 Saccharomyces cerevisiae YGL119w ABC1 ubiquinol--cytochrome-c reductase complex assembly protein
CAGL0F07249g	highly similar to uniprot|P53040 Saccharomyces cerevisiae YGL112c TAF60 TFIID and SAGA subunit
CAGL0F07271g	weakly similar to uniprot|P53135 Saccharomyces cerevisiae YGL113w
CAGL0F07293g	highly similar to uniprot|P53134 Saccharomyces cerevisiae YGL114w
CAGL0F07315g	highly similar to uniprot|P12904 Saccharomyces cerevisiae YGL115w SNF4 nuclear regulatory protein
CAGL0F07337g	similar to uniprot|P26309 Saccharomyces cerevisiae YGL116w CDC20 cell division control protein
CAGL0F07359g	weakly similar to uniprot|P53133 Saccharomyces cerevisiae YGL117w
CAGL0F07381g	highly similar to uniprot|P53040 Saccharomyces cerevisiae YGL112c TAF60 TFIID and SAGA subunit
CAGL0F07403g	similar to uniprot|P53136 Saccharomyces cerevisiae YGL111w
CAGL0F07425g	similar to uniprot|P53137 Saccharomyces cerevisiae YGL110c
CAGL0F07447g	similar to uniprot|P53139 Saccharomyces cerevisiae YGL108c
CAGL0F07469g	similar to uniprot|P38330 Saccharomyces cerevisiae YBR238c or uniprot|P53140 Saccharomyces cerevisiae YGL107c
CAGL0F07491g	highly similar to uniprot|P53141 Saccharomyces cerevisiae YGL106w MLC1 MYO2P light chain
CAGL0F07513g	some similarities with uniprot|P23493 Saccharomyces cerevisiae YKL093w MBR1 or uniprot|P32488 Saccharomyces cerevisiae YMR081c ISF1
CAGL0F07535g	similar to uniprot|P28321 Saccharomyces cerevisiae YKL094w YJU3
CAGL0F07557g	similar to uniprot|P28320 Saccharomyces cerevisiae YKL095w YJU2
CAGL0F07579g	similar to uniprot|P28319 Saccharomyces cerevisiae YKL096w CWP1 cell wall mannoprotein
CAGL0F07601g	similar to uniprot|P28319 Saccharomyces cerevisiae YKL096w CWP1 cell wall mannoprotein
CAGL0F07623g	similar to uniprot|P34246 Saccharomyces cerevisiae YKL098w
CAGL0F07645g	similar to uniprot|P34247 Saccharomyces cerevisiae YKL099c
CAGL0F07667g	some similarities with uniprot|Q03825 Saccharomyces cerevisiae YMR164c MSS11 activator of STA1 STA2 and STA3
CAGL0F07689g	similar to uniprot|P32567 Saccharomyces cerevisiae YMR165c SMP2
CAGL0F07711g	similar to uniprot|Q03829 Saccharomyces cerevisiae YMR166c
CAGL0F07733g	similar to uniprot|Q2I041 Saccharomyces cerevisiae YMR167w MLH1 DNA mismatch repair protein
CAGL0F07755g	similar to uniprot|P40969 Saccharomyces cerevisiae YMR168c CEP3 kinetochore protein complex
CAGL0F07777g	similar to uniprot|P47771 Saccharomyces cerevisiae YMR170c ALD5 or uniprot|P54114 Saccharomyces cerevisiae YMR169c ALD4
CAGL0F07799g	similar to uniprot|Q03212 Saccharomyces cerevisiae YMR171c
CAGL0F07821g	similar to uniprot|P53119 Saccharomyces cerevisiae YGL141w HUL5 ubiquitin-protein ligase
CAGL0F07843g	similar to uniprot|P30777 Saccharomyces cerevisiae YGL142c GPI10 required for Glycosyl Phosphatdyl Inositol synthesis
CAGL0F07865g	similar to uniprot|Q12151 Saccharomyces cerevisiae YDR213w UPC2
CAGL0F07887g	highly similar to uniprot|P12612 Saccharomyces cerevisiae YDR212w CCT1
CAGL0F07909g	some similarities with uniprot|Q12180 Saccharomyces cerevisiae YOL089c HAL9 or uniprot|P38114 Saccharomyces cerevisiae YBR150c TBS1
CAGL0F07931g	similar to uniprot|P50087 Saccharomyces cerevisiae YGR235c
CAGL0F07953g	similar to uniprot|P50088 Saccharomyces cerevisiae YGR236c SPG1
CAGL0F07975g	similar to uniprot|P50089 Saccharomyces cerevisiae YGR237c
CAGL0F07997g	weakly similar to uniprot|P50090 Saccharomyces cerevisiae YGR238c KEL2 or uniprot|P38853 Saccharomyces cerevisiae YHR158c KEL1
CAGL0F08019g	weakly similar to uniprot|P50091 Saccharomyces cerevisiae YGR239c PEX21 peroxin
CAGL0F08041g	highly similar to uniprot|P16861 Saccharomyces cerevisiae YGR240c PFK1 6-phosphofructokinase
CAGL0F08063g	similar to uniprot|P53309 Saccharomyces cerevisiae YGR241c YAP1802 adaptor protein andsimilar to uniprot|P38856 Saccharomyces cerevisiae YHR161c
CAGL0F08085g	highly similar to uniprot|P53311 Saccharomyces cerevisiae YGR243w or uniprot|P38857 Saccharomyces cerevisiae YHR162w
CAGL0F08107g	highly similar to uniprot|P53312 Saccharomyces cerevisiae YGR244c LSC2 succinate-CoA ligase beta subunit
CAGL0F08129g	highly similar to uniprot|P53313 Saccharomyces cerevisiae YGR245c SDA1 required for normal organization of the actin cytoskeleton
CAGL0F08151g	highly similar to uniprot|P29056 Saccharomyces cerevisiae YGR246c BRF1 TFIIIB
CAGL0F08173g	similar to uniprot|P53314 Saccharomyces cerevisiae YGR247w
CAGL0F08195g	some similarities with uniprot|P53050 Saccharomyces cerevisiae YGR249w MGA1
CAGL0F08217g	similar to uniprot|P53316 Saccharomyces cerevisiae YGR250c
CAGL0F08239g	similar to uniprot|P53318 Saccharomyces cerevisiae YGR255c COQ6 monooxygenase
CAGL0F08261g	highly similar to uniprot|P00924 Saccharomyces cerevisiae YGR254w ENO1 enolase I or uniprot|P00925 Saccharomyces cerevisiae YHR174w ENO2 enolase II
CAGL0F08283g	similar to uniprot|Q03330 Saccharomyces cerevisiae YGR252w GCN5 histone acetyltransferase
CAGL0F08305g	similar to uniprot|P53320 Saccharomyces cerevisiae YGR257c
CAGL0F08327g	similar to uniprot|P07276 Saccharomyces cerevisiae YGR258c RAD2 structure-specific nuclease of the nucleotide excision repairosome
CAGL0F08371g	highly similar to uniprot|P53322 Saccharomyces cerevisiae YGR260w TNA1
CAGL0F08393g	similar to uniprot|P46682 Saccharomyces cerevisiae YGR261c YKS5
CAGL0F08415g	highly similar to uniprot|P53323 Saccharomyces cerevisiae YGR262c
CAGL0F08437g	similar to uniprot|P53324 Saccharomyces cerevisiae YGR263c
CAGL0F08459g	highly similar to uniprot|P00958 Saccharomyces cerevisiae YGR264c MES1 methionyl-tRNA synthetase
CAGL0F08481g	similar to uniprot|P53326 Saccharomyces cerevisiae YGR266w
CAGL0F08503g	highly similar to uniprot|P51601 Saccharomyces cerevisiae YGR267c FOL2 GTP cyclohydrolase I
CAGL0F08525g	highly similar to uniprot|P53200 Saccharomyces cerevisiae YGR001c
CAGL0F08547g	highly similar to uniprot|P32471 Saccharomyces cerevisiae YAL003w EFB1
CAGL0F08569g	similar to uniprot|Q06168 Saccharomyces cerevisiae YLR321c SFH1
CAGL0F08591g	similar to uniprot|Q06162 Saccharomyces cerevisiae YLR315w
CAGL0F08613g	similar to uniprot|P53201 Saccharomyces cerevisiae YGR002c
CAGL0F08635g	similar to uniprot|P53202 Saccharomyces cerevisiae YGR003w
CAGL0F08657g	similar to uniprot|Q06169 Saccharomyces cerevisiae YLR324w or uniprot|P53203 Saccharomyces cerevisiae YGR004w
CAGL0F08679g	highly similar to uniprot|P41896 Saccharomyces cerevisiae YGR005c TFG2
CAGL0F08701g	some similarities with uniprot|P33411 Saccharomyces cerevisiae YGR006w PRP18 U5 snRNA-associated protein
CAGL0F08723g	similar to uniprot|P33412 Saccharomyces cerevisiae YGR007w MUQ1 choline phosphate cytidylyltransferase
CAGL0F08745g	highly similar to uniprot|Q06177 Saccharomyces cerevisiae YLR327c or uniprot|P16965 Saccharomyces cerevisiae YGR008c STF2 ATPase stabilizing factor
CAGL0F08767g	no similarity
CAGL0F08789g	similar to uniprot|P53206 Saccharomyces cerevisiae YGR012w
CAGL0F08811g	similar to uniprot|P53207 Saccharomyces cerevisiae YGR013w SNU71 associated with U1 snRNP
CAGL0F08833g	weakly similar to uniprot|P32334 Saccharomyces cerevisiae YGR014w MSB2 multicopy suppressor of a CDC24 bud emergence defect
CAGL0F08855g	similar to uniprot|P53208 Saccharomyces cerevisiae YGR015c
CAGL0F08877g	similar to uniprot|P53209 Saccharomyces cerevisiae YGR016w
CAGL0F08943g	similar to uniprot|P38771 Saccharomyces cerevisiae YHR038w FIL1
CAGL0F08965g	highly similar to uniprot|P38694 Saccharomyces cerevisiae YHR039c
CAGL0F08987g	similar to uniprot|P48836 Saccharomyces cerevisiae YHR039ca VMA10
CAGL0F09009g	similar to uniprot|P38772 Saccharomyces cerevisiae YHR040w
CAGL0F09031g	highly similar to uniprot|P05753 Saccharomyces cerevisiae YJR145c RPS7B or uniprot|P05753 Saccharomyces cerevisiae YHR203c RPS7A
CAGL0F09053g	similar to uniprot|P38888 Saccharomyces cerevisiae YHR204w HTM1
CAGL0F09075g	similar to uniprot|P11792 Saccharomyces cerevisiae YHR205w SCH9 serine/threonine protein kinase
CAGL0F09097g	similar to uniprot|P38889 Saccharomyces cerevisiae YHR206w SKN7 transcription factor
CAGL0F09119g	similar to uniprot|P38890 Saccharomyces cerevisiae YHR207c
CAGL0F09141g	no similarity
CAGL0F09163g	similar to uniprot|P40098 Saccharomyces cerevisiae YER182w
CAGL0F09185g	similar to uniprot|P40099 Saccharomyces cerevisiae YER183c FAU1
CAGL0F09207g	highly similar to uniprot|P38891 Saccharomyces cerevisiae YHR208w TWT1 or uniprot|P47176 Saccharomyces cerevisiae YJR148w TWT2
CAGL0F09229g	weakly similar to uniprot|P39961 Saccharomyces cerevisiae YER184c
CAGL0F09273g	no similarity
CAGL0G00154g	highly similar to uniprot|P32527 Saccharomyces cerevisiae YGR285c ZUO1
CAGL0G00176g	highly similar to uniprot|P53337 Saccharomyces cerevisiae YGR284c ERV29
CAGL0G00220g	highly similar to uniprot|P15703 Saccharomyces cerevisiae YGR282c BGL2
CAGL0G00242g	highly similar to uniprot|P53049 Saccharomyces cerevisiae YGR281w YOR1 ATP-binding cassette transporter protein
CAGL0G00264g	similar to uniprot|P53335 Saccharomyces cerevisiae YGR280c
CAGL0G00286g	NA
CAGL0G00308g	similar to uniprot|P53334 Saccharomyces cerevisiae YGR279c SCW4
CAGL0G00330g	some similarities with uniprot|P53333 Saccharomyces cerevisiae YGR278w
CAGL0G00352g	similar to uniprot|P53332 Saccharomyces cerevisiae YGR277c
CAGL0G00374g	weakly similar to uniprot|P53331 Saccharomyces cerevisiae YGR276c RNH70 ribonuclease H
CAGL0G00396g	some similarities with uniprot|P53330 Saccharomyces cerevisiae YGR275w RTT102 Regulator of Ty1 Transposition
CAGL0G00418g	similar to uniprot|P46677 Saccharomyces cerevisiae YGR274c TAF145 TFIID subunit
CAGL0G00440g	similar to uniprot|P25045 Saccharomyces cerevisiae YMR296c LCB1 serine C-palmitoyltransferase subunit
CAGL0G00462g	some similarities with uniprot|Q03559 Saccharomyces cerevisiae YMR295c
CAGL0G00484g	some similarities with uniprot|P53328 Saccharomyces cerevisiae YGR272c
CAGL0G00506g	highly similar to uniprot|P53327 Saccharomyces cerevisiae YGR271w
CAGL0G00528g	similar to uniprot|P40340 Saccharomyces cerevisiae YGR270w YTA7
CAGL0G00550g	similar to uniprot|P40325 Saccharomyces cerevisiae YGR268c
CAGL0G00594g	highly similar to uniprot|P53199 Saccharomyces cerevisiae YGL001c ERG26
CAGL0G00660g	similar to uniprot|P39705 Saccharomyces cerevisiae YAR002w peroxisomal matrix protein import
CAGL0G00682g	similar to uniprot|Q05359 Saccharomyces cerevisiae YAR002ca
CAGL0G00704g	similar to uniprot|P39706 Saccharomyces cerevisiae YAR003w
CAGL0G00726g	highly similar to uniprot|P22336 Saccharomyces cerevisiae YAR007c RFA1 DNA replication factor A
CAGL0G00748g	similar to uniprot|P39707 Saccharomyces cerevisiae YAR008w SE34
CAGL0G00792g	similar to uniprot|Q02721 Saccharomyces cerevisiae YLR329w REC102 meiotic recombination protein
CAGL0G00814g	similar to uniprot|Q12114 Saccharomyces cerevisiae YLR330w CHS5 chitin synthesis protein
CAGL0G00836g	no similarity possibly noncoding
CAGL0G00858g	similar to uniprot|P36027 Saccharomyces cerevisiae YLR332w MID2 mating process protein
CAGL0G00902g	similar to uniprot|P32499 Saccharomyces cerevisiae YLR335w NUP2
CAGL0G00924g	similar to uniprot|Q06132 Saccharomyces cerevisiae YLR336c SGD1
CAGL0G00946g	highly similar to uniprot|P27882 Saccharomyces cerevisiae YGR029w ERV1
CAGL0G00968g	similar to uniprot|P37370 Saccharomyces cerevisiae YLR337c VRP1
CAGL0G00990g	highly similar to uniprot|P05317 Saccharomyces cerevisiae YLR340w RPLA0
CAGL0G01012g	some similarities with uniprot|Q06134 Saccharomyces cerevisiae YLR341w
CAGL0G01034g	highly similar to uniprot|P40989 Saccharomyces cerevisiae YGR032w GSC2 or uniprot|P38631 Saccharomyces cerevisiae YLR342w FKS1
CAGL0G01056g	NA
CAGL0G01078g	highly similar to uniprot|P53221 Saccharomyces cerevisiae YGR034w RPL33B or uniprot|P05743 Saccharomyces cerevisiae YLR344w RPL33A
CAGL0G01100g	similar to uniprot|Q06137 Saccharomyces cerevisiae YLR345w
CAGL0G01122g	no similarity
CAGL0G01144g	highly similar to uniprot|Q06142 Saccharomyces cerevisiae YLR347c KAP95 karyopherin-beta
CAGL0G01166g	highly similar to uniprot|Q06143 Saccharomyces cerevisiae YLR348c DIC1
CAGL0G01188g	highly similar to uniprot|P53224 Saccharomyces cerevisiae YGR038w ORM1
CAGL0G01210g	similar to uniprot|P49954 Saccharomyces cerevisiae YLR351c NIT3 nitrilase
CAGL0G01232g	similar to uniprot|P09620 Saccharomyces cerevisiae YGL203c KEX1 carboxypeptidase
CAGL0G01254g	highly similar to uniprot|P53090 Saccharomyces cerevisiae YGL202w ARO8
CAGL0G01276g	similar to uniprot|P53952 Saccharomyces cerevisiae YNL050c
CAGL0G01298g	similar to uniprot|P53951 Saccharomyces cerevisiae YNL051w
CAGL0G01320g	similar to uniprot|P38590 Saccharomyces cerevisiae YNL053w MSG5 dual-specifity protein phosphatase
CAGL0G01342g	weakly similar to uniprot|P53950 Saccharomyces cerevisiae YNL054w VAC7
CAGL0G01364g	highly similar to uniprot|P38088 Saccharomyces cerevisiae YBR121c GRS1
CAGL0G01386g	similar to uniprot|P40485 Saccharomyces cerevisiae YIL105c or uniprot|P53955 Saccharomyces cerevisiae YNL047c
CAGL0G01408g	no similarity
CAGL0G01430g	similar to uniprot|Q10740 Saccharomyces cerevisiae YNL045w
CAGL0G01452g	highly similar to uniprot|P53633 Saccharomyces cerevisiae YNL044w YIP
CAGL0G01474g	similar to uniprot|P53958 Saccharomyces cerevisiae YNL042w BOP3
CAGL0G01496g	similar to uniprot|P53959 Saccharomyces cerevisiae YNL041c
CAGL0G01540g	similar to uniprot|P53615 Saccharomyces cerevisiae YNL036w NCE3
CAGL0G01562g	no similarity
CAGL0G01584g	similar to uniprot|P46678 Saccharomyces cerevisiae YNL039w TFC5
CAGL0G01606g	similar to uniprot|P53960 Saccharomyces cerevisiae YNL040w
CAGL0G01628g	similar to uniprot|P53962 Saccharomyces cerevisiae YNL035c
CAGL0G01672g	highly similar to uniprot|Q06103 Saccharomyces cerevisiae YPR108w RPN7 subunit of the regulatory particle of the proteasome
CAGL0G01694g	highly similar to uniprot|Q06102 Saccharomyces cerevisiae YPR107c YTH1 protein of the 3 processing complex
CAGL0G01716g	similar to uniprot|Q06098 Saccharomyces cerevisiae YPR106w ISR1
CAGL0G01738g	highly similar to uniprot|P53252 Saccharomyces cerevisiae YGR086c
CAGL0G01760g	similar to uniprot|Q06096 Saccharomyces cerevisiae YPR105c
CAGL0G01782g	some similarities with uniprot|P39521 Saccharomyces cerevisiae YPR104c FHL1
CAGL0G01804g	highly similar to uniprot|P30656 Saccharomyces cerevisiae YPR103w PRE2
CAGL0G01826g	highly similar to uniprot|P06380 Saccharomyces cerevisiae YPR102c RPL16A or uniprot|P06380 Saccharomyces cerevisiae YGR085c RPL16B
CAGL0G01848g	weakly similar to uniprot|Q06091 Saccharomyces cerevisiae YPR101w SNT309
CAGL0G01881g	highly similar to uniprot|Q06090 Saccharomyces cerevisiae YPR100w MRPL51
CAGL0G01892g	similar to uniprot|Q06089 Saccharomyces cerevisiae YPR098c
CAGL0G01903g	similar to uniprot|P36150 Saccharomyces cerevisiae YKR069w MET1 siroheme synthase
CAGL0G01925g	similar to uniprot|P36151 Saccharomyces cerevisiae YKR070w
CAGL0G01947g	similar to uniprot|P36152 Saccharomyces cerevisiae YKR071c
CAGL0G01969g	similar to uniprot|Q08438 Saccharomyces cerevisiae YOR054c
CAGL0G01991g	similar to uniprot|Q08444 Saccharomyces cerevisiae YOR056c
CAGL0G02013g	highly similar to uniprot|P36154 Saccharomyces cerevisiae YKR074w
CAGL0G02035g	highly similar to uniprot|P19454 Saccharomyces cerevisiae YOR061w CKA2 casein kinase II alpha chain
CAGL0G02057g	similar to uniprot|P36025 Saccharomyces cerevisiae YOR062c
CAGL0G02079g	highly similar to uniprot|P14126 Saccharomyces cerevisiae YOR063w TCM1
CAGL0G02101g	highly similar to uniprot|P36156 Saccharomyces cerevisiae YKR076w ECM4
CAGL0G02123g	some similarities with uniprot|Q08471 Saccharomyces cerevisiae YOR066w
CAGL0G02145g	weakly similar to uniprot|Q92331 Saccharomyces cerevisiae YOR069w VPS5
CAGL0G02167g	similar to uniprot|P36159 Saccharomyces cerevisiae YKR079c
CAGL0G02189g	highly similar to uniprot|Q02046 Saccharomyces cerevisiae YKR080w MTD1 methylenetetrahydrofolate dehydrogenase
CAGL0G02211g	similar to uniprot|P36161 Saccharomyces cerevisiae YKR082w NUP133 nuclear pore protein
CAGL0G02233g	similar to uniprot|P36162 Saccharomyces cerevisiae YKR083c
CAGL0G02255g	similar to uniprot|P32769 Saccharomyces cerevisiae YKR084c HBS1
CAGL0G02277g	similar to uniprot|P22354 Saccharomyces cerevisiae YKR085c MRPL20
CAGL0G02299g	similar to uniprot|P15938 Saccharomyces cerevisiae YKR086w PRP16 RNA-dependent ATPase
CAGL0G02321g	similar to uniprot|P36163 Saccharomyces cerevisiae YKR087c
CAGL0G02343g	similar to uniprot|P36164 Saccharomyces cerevisiae YKR088c
CAGL0G02365g	similar to uniprot|P36165 Saccharomyces cerevisiae YKR089c
CAGL0G02387g	weakly similar to uniprot|P36166 Saccharomyces cerevisiae YKR090w
CAGL0G02409g	highly similar to uniprot|P32583 Saccharomyces cerevisiae YKR092c SRP40
CAGL0G02453g	highly similar to uniprot|P32901 Saccharomyces cerevisiae YKR093w PTR2
CAGL0G02475g	highly similar to uniprot|P04838 Saccharomyces cerevisiae YKR094c UBI2 ubiquitin and highly similar to uniprot|P04838 Saccharomyces cerevisiae YIL148w UBI1 ubiquitin
CAGL0G02497g	similar to uniprot|Q02455 Saccharomyces cerevisiae YKR095w MLP1
CAGL0G02519g	similar to KLLA0A00550g Kluyveromyces lactis
CAGL0G02535g	similar to uniprot|Q3E833 Saccharomyces cerevisiae YKR095W-A PCC1 Protein of unknown function
CAGL0G02541g	similar to uniprot|P36168 Saccharomyces cerevisiae YKR096w
CAGL0G02563g	weakly similar to uniprot|P36026 Saccharomyces cerevisiae YKR098c UBP11 ubiquitin C-terminal hydrolase
CAGL0G02585g	highly similar to uniprot|P40495 Saccharomyces cerevisiae YIL094c LYS12 homo-isocitrate dehydrogenase
CAGL0G02607g	similar to uniprot|P40494 Saccharomyces cerevisiae YIL095w PRK1
CAGL0G02629g	similar to uniprot|P40493 Saccharomyces cerevisiae YIL096c
CAGL0G02651g	similar to uniprot|P40492 Saccharomyces cerevisiae YIL097w
CAGL0G02673g	highly similar to uniprot|P28834 Saccharomyces cerevisiae YNL037c IDH1 or uniprot|P28241 Saccharomyces cerevisiae YOR136w IDH2
CAGL0G02695g	similar to uniprot|P40491 Saccharomyces cerevisiae YIL098c FMC1
CAGL0G02717g	similar to uniprot|P08019 Saccharomyces cerevisiae YIL099w SGA1 sporulation specific glucan 1 4-alpha-glucosidase
CAGL0G02739g	weakly similar to uniprot|P40489 Saccharomyces cerevisiae YIL101c XBP1 stress-induced transcriptional repressor
CAGL0G02761g	highly similar to uniprot|P40487 Saccharomyces cerevisiae YIL103w
CAGL0G02783g	similar to uniprot|P40486 Saccharomyces cerevisiae YIL104c
CAGL0G02805g	highly similar to uniprot|P40484 Saccharomyces cerevisiae YIL106w MOB1 required for completion of mitosis and maintenance of ploidy
CAGL0G02827g	similar to uniprot|P40485 Saccharomyces cerevisiae YIL105c
CAGL0G02849g	similar to uniprot|Q08926 Saccharomyces cerevisiae YPL186c
CAGL0G02871g	no similarity
CAGL0G02893g	highly similar to uniprot|Q06892 Saccharomyces cerevisiae YPL188w POS5
CAGL0G02915g	highly similar to uniprot|P53252 Saccharomyces cerevisiae YGR086c
CAGL0G02937g	highly similar to uniprot|P06169 Saccharomyces cerevisiae YLR044c PDC1 or uniprot|P16467 Saccharomyces cerevisiae YLR134w PDC5 or uniprot|P26263 Saccharomyces cerevisiae YGR087c PDC6
CAGL0G02959g	similar to uniprot|P53253 Saccharomyces cerevisiae YGR089w
CAGL0G03003g	highly similar to uniprot|P53254 Saccharomyces cerevisiae YGR090w
CAGL0G03025g	similar to uniprot|P49704 Saccharomyces cerevisiae YGR091w PRP31 pre-mRNA splicing protein
CAGL0G03047g	highly similar to uniprot|P22204 Saccharomyces cerevisiae YGR092w DBF2 ser/thrprotein kinase or uniprot|P32328 Saccharomyces cerevisiae YPR111w DBF20
CAGL0G03069g	similar to uniprot|P53255 Saccharomyces cerevisiae YGR093w
CAGL0G03091g	highly similar to uniprot|P07806 Saccharomyces cerevisiae YGR094w VAS1 valyl-tRNA synthetase
CAGL0G03113g	similar to uniprot|P53256 Saccharomyces cerevisiae YGR095c RRP46 involved in rRNA processing
CAGL0G03135g	similar to uniprot|P53257 Saccharomyces cerevisiae YGR096w
CAGL0G03157g	highly similar to uniprot|P06197 Saccharomyces cerevisiae YPR113w PIS1 CDP diacylglycerol--inositol 3-phosphatidyltransferase
CAGL0G03179g	similar to uniprot|P48361 Saccharomyces cerevisiae YGR097w ASK10 involved in SKN7P-dependent transcription
CAGL0G03201g	similar to KLLA0D15103g Kluyveromyces lactis
CAGL0G03223g	similar to uniprot|Q03018 Saccharomyces cerevisiae YGR098c ESP1 required for sister chromatid separation
CAGL0G03245g	highly similar to uniprot|P36114 Saccharomyces cerevisiae YKR018c
CAGL0G03267g	highly similar to uniprot|P35183 Saccharomyces cerevisiae YBL069w AST1 or uniprot|P39945 Saccharomyces cerevisiae YER101c AST2
CAGL0G03289g	highly similar to uniprot|P09435 Saccharomyces cerevisiae YBL075c SSA3 or uniprot|P22202 Saccharomyces cerevisiae YER103w SSA4 or uniprot|P10591 Saccharomyces cerevisiae YAL005c SSA1 or uniprot|P10592 Saccharomyces cerevisiae YLL024c SSA2
CAGL0G03311g	highly similar to uniprot|P09436 Saccharomyces cerevisiae YBL076c ILS1 isoleucyl-tRNA synthetase
CAGL0G03333g	weakly similar to uniprot|P40063 Saccharomyces cerevisiae YER104w RTT105
CAGL0G03355g	similar to uniprot|P38181 Saccharomyces cerevisiae YBL079w NUP170 or uniprot|P40064 Saccharomyces cerevisiae YER105c NUP157
CAGL0G03377g	similar to uniprot|P40065 Saccharomyces cerevisiae YER106w
CAGL0G03399g	highly similar to uniprot|P40066 Saccharomyces cerevisiae YER107c GLE2
CAGL0G03421g	some similarities with uniprot|P08640 Saccharomyces cerevisiae YIR019c STA1
CAGL0G03443g	highly similar to uniprot|P40069 Saccharomyces cerevisiae YER110c KAP123 RAN-binding protein
CAGL0G03465g	similar to uniprot|P40070 Saccharomyces cerevisiae YER112w
CAGL0G03487g	similar to uniprot|P40071 Saccharomyces cerevisiae YER113c
CAGL0G03509g	similar to uniprot|P39969 Saccharomyces cerevisiae YER114c BOI2 BEM1 or uniprot|P38041 Saccharomyces cerevisiae YBL085w
CAGL0G03531g	some similarities with uniprot|Q01684 Saccharomyces cerevisiae YER115c SPR6 sporulation-specific protein
CAGL0G03553g	weakly similar to uniprot|P40072 Saccharomyces cerevisiae YER116c YEU6
CAGL0G03575g	highly similar to uniprot|P04451 Saccharomyces cerevisiae YER117w RPL17B and highly similar to uniprot|P04451 Saccharomyces cerevisiae YBL087c RPL17A
CAGL0G03597g	similar to uniprot|P40073 Saccharomyces cerevisiae YER118c SSU81
CAGL0G03619g	similar to uniprot|P40074 Saccharomyces cerevisiae YER119c or uniprot|P38176 Saccharomyces cerevisiae YBL089w or uniprot|P40501 Saccharomyces cerevisiae YIL088c
CAGL0G03641g	highly similar to uniprot|P38174 Saccharomyces cerevisiae YBL091c MAP2 methionine aminopeptidase
CAGL0G03663g	similar to uniprot|P40075 Saccharomyces cerevisiae YER120w SCS2 required for inositol metabolism
CAGL0G03685g	no similarity
CAGL0G03707g	similar to uniprot|P38682 Saccharomyces cerevisiae YER122c GLO3
CAGL0G03729g	weakly similar to uniprot|Q08887 Saccharomyces cerevisiae YOR372c NDD1 protein required for nuclear division
CAGL0G03751g	weakly similar to uniprot|Q12373 Saccharomyces cerevisiae YLL022c HIF1 HAT1 Interacting Factor 1
CAGL0G03773g	similar to uniprot|Q12164 Saccharomyces cerevisiae YLL023c
